asset_id,file,asset_name,semantic_category,subject_keywords,visual_style,best_use,caution,width_px,height_px,aspect_ratio_decimal,aspect_ratio_simple,orientation,has_alpha,transparent_pixel_ratio,ppt_crop_behavior,layout_slot_hint,native_editability,scale_caution
RYO26-237,images/image393.png,three-person meeting,business-person-scene,"meeting, discussion, collaboration","Japanese flat business illustration, white-background cutout","Use for role/persona, pain-point, before-after work scene, customer support, or industry stakeholder pages.",Dated/mixed illustration style; do not mix with unrelated character families on one slide.,450,375,1.200,6:5,landscape,yes,0.406,"transparent cutout; place on native PPT background, keep whitespace/crop visible",scene illustration / hero-side visual / role card image,bitmap only; keep labels/callouts as PPT-native text/shapes,do not enlarge beyond about 2x source pixel size for final deck output
RYO26-238,images/image2.png,cybozu English blue logo,identity-logo,cybozu brand identification,identity asset / original brand mark or character,Use only for verified cybozu/kintone/Garoon brand reference or product-identification pages.,"Identity asset: do not redraw, recolor, approximate, or use as decorative filler; confirm usage rights/context.",751,225,3.338,751:225,landscape,yes,0.766,"transparent cutout; place on native PPT background, keep whitespace/crop visible",logo strip / horizontal badge / header brand mark,bitmap only; keep labels/callouts as PPT-native text/shapes,do not enlarge beyond about 2x source pixel size for final deck output
RYO26-239,images/image4.png,cybozu English black logo,identity-logo,cybozu brand identification,identity asset / original brand mark or character,Use only for verified cybozu/kintone/Garoon brand reference or product-identification pages.,"Identity asset: do not redraw, recolor, approximate, or use as decorative filler; confirm usage rights/context.",751,225,3.338,751:225,landscape,yes,0.767,"transparent cutout; place on native PPT background, keep whitespace/crop visible",logo strip / horizontal badge / header brand mark,bitmap only; keep labels/callouts as PPT-native text/shapes,do not enlarge beyond about 2x source pixel size for final deck output
RYO26-240,images/image6.png,cybozu English light logo,identity-logo,cybozu brand identification,identity asset / original brand mark or character,Use only for verified cybozu/kintone/Garoon brand reference or product-identification pages.,"Identity asset: do not redraw, recolor, approximate, or use as decorative filler; confirm usage rights/context.",751,225,3.338,751:225,landscape,yes,0.766,"transparent cutout; place on native PPT background, keep whitespace/crop visible",logo strip / horizontal badge / header brand mark,bitmap only; keep labels/callouts as PPT-native text/shapes,do not enlarge beyond about 2x source pixel size for final deck output
RYO26-241,images/image21.png,cybozu hero character,identity-character,"brand character, promotion page",identity asset / original brand mark or character,Use only when the source deck/context permits this brand character; suitable for internal style reference or friendly cover accent.,"Identity asset: do not redraw, recolor, approximate, or use as decorative filler; confirm usage rights/context.",437,390,1.121,437:390,landscape,yes,0.586,"transparent cutout; place on native PPT background, keep whitespace/crop visible",scene illustration / hero-side visual / role card image,bitmap only; keep labels/callouts as PPT-native text/shapes,do not enlarge beyond about 2x source pixel size for final deck output
RYO26-242,images/image10.png,cybozu Japanese blue logo,identity-logo,cybozu Japanese brand identification,identity asset / original brand mark or character,Use only for verified cybozu/kintone/Garoon brand reference or product-identification pages.,"Identity asset: do not redraw, recolor, approximate, or use as decorative filler; confirm usage rights/context.",777,225,3.453,259:75,landscape,yes,0.803,"transparent cutout; place on native PPT background, keep whitespace/crop visible",logo strip / horizontal badge / header brand mark,bitmap only; keep labels/callouts as PPT-native text/shapes,do not enlarge beyond about 2x source pixel size for final deck output
RYO26-243,images/image12.png,cybozu Japanese light logo,identity-logo,cybozu Japanese brand identification,identity asset / original brand mark or character,Use only for verified cybozu/kintone/Garoon brand reference or product-identification pages.,"Identity asset: do not redraw, recolor, approximate, or use as decorative filler; confirm usage rights/context.",777,225,3.453,259:75,landscape,yes,0.803,"transparent cutout; place on native PPT background, keep whitespace/crop visible",logo strip / horizontal badge / header brand mark,bitmap only; keep labels/callouts as PPT-native text/shapes,do not enlarge beyond about 2x source pixel size for final deck output
RYO26-244,images/image11.png,cybozu Japanese black logo,identity-logo,cybozu Japanese brand identification,identity asset / original brand mark or character,Use only for verified cybozu/kintone/Garoon brand reference or product-identification pages.,"Identity asset: do not redraw, recolor, approximate, or use as decorative filler; confirm usage rights/context.",777,226,3.438,777:226,landscape,yes,0.804,"transparent cutout; place on native PPT background, keep whitespace/crop visible",logo strip / horizontal badge / header brand mark,bitmap only; keep labels/callouts as PPT-native text/shapes,do not enlarge beyond about 2x source pixel size for final deck output
RYO26-245,images/image230.png,kintone mascot with business people,kintone-mascot-scene,"communication, onboarding, collaboration",cute kintone yellow mascot illustration,"Use for friendly guide/helper moments, onboarding, support, light transition, or Route B visual prompt reference.",Do not overuse on serious KPI/legal/pricing slides; keep one mascot family per slide.,440,407,1.081,40:37,landscape,yes,0.534,"transparent cutout; place on native PPT background, keep whitespace/crop visible",scene illustration / hero-side visual / role card image,bitmap only; keep labels/callouts as PPT-native text/shapes,do not enlarge beyond about 2x source pixel size for final deck output
RYO26-246,images/image220.png,kintone mascot viewing screen,kintone-mascot-scene,"product explanation, dashboard cue",cute kintone yellow mascot illustration,"Use for friendly guide/helper moments, onboarding, support, light transition, or Route B visual prompt reference.",Do not overuse on serious KPI/legal/pricing slides; keep one mascot family per slide.,570,342,1.667,5:3,landscape,yes,0.412,"transparent cutout; place on native PPT background, keep whitespace/crop visible",scene illustration / hero-side visual / role card image,bitmap only; keep labels/callouts as PPT-native text/shapes,do not enlarge beyond about 2x source pixel size for final deck output
RYO26-247,images/image7.png,cybozu Japanese blue vertical logo,identity-logo,cybozu Japanese brand identification,identity asset / original brand mark or character,Use only for verified cybozu/kintone/Garoon brand reference or product-identification pages.,"Identity asset: do not redraw, recolor, approximate, or use as decorative filler; confirm usage rights/context.",508,457,1.112,508:457,landscape,yes,0.832,"transparent cutout; place on native PPT background, keep whitespace/crop visible",scene illustration / hero-side visual / role card image,bitmap only; keep labels/callouts as PPT-native text/shapes,do not enlarge beyond about 2x source pixel size for final deck output
RYO26-248,images/image9.png,cybozu Japanese light vertical logo,identity-logo,cybozu Japanese brand identification,identity asset / original brand mark or character,Use only for verified cybozu/kintone/Garoon brand reference or product-identification pages.,"Identity asset: do not redraw, recolor, approximate, or use as decorative filler; confirm usage rights/context.",508,457,1.112,508:457,landscape,yes,0.832,"transparent cutout; place on native PPT background, keep whitespace/crop visible",scene illustration / hero-side visual / role card image,bitmap only; keep labels/callouts as PPT-native text/shapes,do not enlarge beyond about 2x source pixel size for final deck output
RYO26-249,images/image8.png,cybozu Japanese black vertical logo,identity-logo,cybozu Japanese brand identification,identity asset / original brand mark or character,Use only for verified cybozu/kintone/Garoon brand reference or product-identification pages.,"Identity asset: do not redraw, recolor, approximate, or use as decorative filler; confirm usage rights/context.",508,458,1.109,254:229,landscape,yes,0.832,"transparent cutout; place on native PPT background, keep whitespace/crop visible",scene illustration / hero-side visual / role card image,bitmap only; keep labels/callouts as PPT-native text/shapes,do not enlarge beyond about 2x source pixel size for final deck output
RYO26-250,images/image1.png,cybozu English blue vertical logo,identity-logo,cybozu brand identification,identity asset / original brand mark or character,Use only for verified cybozu/kintone/Garoon brand reference or product-identification pages.,"Identity asset: do not redraw, recolor, approximate, or use as decorative filler; confirm usage rights/context.",517,457,1.131,517:457,landscape,yes,0.817,"transparent cutout; place on native PPT background, keep whitespace/crop visible",scene illustration / hero-side visual / role card image,bitmap only; keep labels/callouts as PPT-native text/shapes,do not enlarge beyond about 2x source pixel size for final deck output
RYO26-251,images/image3.png,cybozu English black vertical logo,identity-logo,cybozu brand identification,identity asset / original brand mark or character,Use only for verified cybozu/kintone/Garoon brand reference or product-identification pages.,"Identity asset: do not redraw, recolor, approximate, or use as decorative filler; confirm usage rights/context.",517,457,1.131,517:457,landscape,yes,0.817,"transparent cutout; place on native PPT background, keep whitespace/crop visible",scene illustration / hero-side visual / role card image,bitmap only; keep labels/callouts as PPT-native text/shapes,do not enlarge beyond about 2x source pixel size for final deck output
RYO26-252,images/image5.png,cybozu English light vertical logo,identity-logo,cybozu brand identification,identity asset / original brand mark or character,Use only for verified cybozu/kintone/Garoon brand reference or product-identification pages.,"Identity asset: do not redraw, recolor, approximate, or use as decorative filler; confirm usage rights/context.",517,457,1.131,517:457,landscape,yes,0.817,"transparent cutout; place on native PPT background, keep whitespace/crop visible",scene illustration / hero-side visual / role card image,bitmap only; keep labels/callouts as PPT-native text/shapes,do not enlarge beyond about 2x source pixel size for final deck output
RYO26-253,images/image17.png,kintone cloud logo,identity-logo,kintone product identification,identity asset / original brand mark or character,Use only for verified cybozu/kintone/Garoon brand reference or product-identification pages.,"Identity asset: do not redraw, recolor, approximate, or use as decorative filler; confirm usage rights/context.",584,411,1.421,584:411,landscape,yes,0.420,"transparent cutout; place on native PPT background, keep whitespace/crop visible",scene illustration / hero-side visual / role card image,bitmap only; keep labels/callouts as PPT-native text/shapes,do not enlarge beyond about 2x source pixel size for final deck output
RYO26-254,images/image223.png,kintone mascot on truck,kintone-mascot-scene,"delivery, movement, progress",cute kintone yellow mascot illustration,"Use for friendly guide/helper moments, onboarding, support, light transition, or Route B visual prompt reference.",Do not overuse on serious KPI/legal/pricing slides; keep one mascot family per slide.,357,685,0.521,357:685,portrait,yes,0.190,partial alpha; verify edge on non-white backgrounds,standing person / vertical role marker / side figure,bitmap only; keep labels/callouts as PPT-native text/shapes,do not enlarge beyond about 2x source pixel size for final deck output
RYO26-255,images/image22.png,cybozu hero character waving,identity-character,"brand character, welcome",identity asset / original brand mark or character,Use only when the source deck/context permits this brand character; suitable for internal style reference or friendly cover accent.,"Identity asset: do not redraw, recolor, approximate, or use as decorative filler; confirm usage rights/context.",500,500,1.000,1:1,square,yes,0.669,"transparent cutout; place on native PPT background, keep whitespace/crop visible",scene illustration / hero-side visual / role card image,bitmap only; keep labels/callouts as PPT-native text/shapes,do not enlarge beyond about 2x source pixel size for final deck output
RYO26-256,images/image14.png,cybozu circle symbol light,identity-logo,cybozu brand identification,identity asset / original brand mark or character,Use only for verified cybozu/kintone/Garoon brand reference or product-identification pages.,"Identity asset: do not redraw, recolor, approximate, or use as decorative filler; confirm usage rights/context.",554,457,1.212,554:457,landscape,yes,0.782,"transparent cutout; place on native PPT background, keep whitespace/crop visible",scene illustration / hero-side visual / role card image,bitmap only; keep labels/callouts as PPT-native text/shapes,do not enlarge beyond about 2x source pixel size for final deck output
RYO26-257,images/image15.png,cybozu circle symbol blue,identity-logo,cybozu brand identification,identity asset / original brand mark or character,Use only for verified cybozu/kintone/Garoon brand reference or product-identification pages.,"Identity asset: do not redraw, recolor, approximate, or use as decorative filler; confirm usage rights/context.",554,457,1.212,554:457,landscape,yes,0.782,"transparent cutout; place on native PPT background, keep whitespace/crop visible",scene illustration / hero-side visual / role card image,bitmap only; keep labels/callouts as PPT-native text/shapes,do not enlarge beyond about 2x source pixel size for final deck output
RYO26-258,images/image13.png,cybozu circle symbol black,identity-logo,cybozu brand identification,identity asset / original brand mark or character,Use only for verified cybozu/kintone/Garoon brand reference or product-identification pages.,"Identity asset: do not redraw, recolor, approximate, or use as decorative filler; confirm usage rights/context.",554,458,1.210,277:229,landscape,yes,0.783,"transparent cutout; place on native PPT background, keep whitespace/crop visible",scene illustration / hero-side visual / role card image,bitmap only; keep labels/callouts as PPT-native text/shapes,do not enlarge beyond about 2x source pixel size for final deck output
RYO26-259,images/image219.png,kintone mascot reading document,kintone-mascot-scene,"materials, process explanation",cute kintone yellow mascot illustration,"Use for friendly guide/helper moments, onboarding, support, light transition, or Route B visual prompt reference.",Do not overuse on serious KPI/legal/pricing slides; keep one mascot family per slide.,569,466,1.221,569:466,landscape,yes,0.460,"transparent cutout; place on native PPT background, keep whitespace/crop visible",scene illustration / hero-side visual / role card image,bitmap only; keep labels/callouts as PPT-native text/shapes,do not enlarge beyond about 2x source pixel size for final deck output
RYO26-260,images/image234.png,large and small kintone mascots running,kintone-mascot-scene,"growth, continuous progress",cute kintone yellow mascot illustration,"Use for friendly guide/helper moments, onboarding, support, light transition, or Route B visual prompt reference.",Do not overuse on serious KPI/legal/pricing slides; keep one mascot family per slide.,526,522,1.008,263:261,square,yes,0.873,"transparent cutout; place on native PPT background, keep whitespace/crop visible",scene illustration / hero-side visual / role card image,bitmap only; keep labels/callouts as PPT-native text/shapes,do not enlarge beyond about 2x source pixel size for final deck output
RYO26-261,images/image224.png,kintone mascots with data strings,kintone-mascot-scene,"data, system, automation",cute kintone yellow mascot illustration,"Use for friendly guide/helper moments, onboarding, support, light transition, or Route B visual prompt reference.",Do not overuse on serious KPI/legal/pricing slides; keep one mascot family per slide.,588,492,1.195,49:41,landscape,yes,0.728,"transparent cutout; place on native PPT background, keep whitespace/crop visible",scene illustration / hero-side visual / role card image,bitmap only; keep labels/callouts as PPT-native text/shapes,do not enlarge beyond about 2x source pixel size for final deck output
RYO26-262,images/image227.png,kintone mascot with sticky notes,kintone-mascot-scene,"notes, tasks, feedback",cute kintone yellow mascot illustration,"Use for friendly guide/helper moments, onboarding, support, light transition, or Route B visual prompt reference.",Do not overuse on serious KPI/legal/pricing slides; keep one mascot family per slide.,599,497,1.205,599:497,landscape,yes,0.477,"transparent cutout; place on native PPT background, keep whitespace/crop visible",scene illustration / hero-side visual / role card image,bitmap only; keep labels/callouts as PPT-native text/shapes,do not enlarge beyond about 2x source pixel size for final deck output
